country,year,real_interest_rate,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,GDP_cte_billions,GDP_cur_billions,GDP_cur_USD_billions,GDP_percapita_cte,GDP_percapita_cur,GDP_percapita_cur_USD,total_investment_percent_GDP,gross_national_savings_percent_GDP,inflation_average_index,inflation_end_index,unemployment_rate,general_gov_revenue_billions,general_gov_revenue_percent_GDP,general_gov_expenditures_billions,general_gov_expenditures_percent_GDP,lending_borrowing_billions,lending_borrowing_percent_GDP,current_account_billions,current_account_percent_GDP,ln_GDP_cte_billions,ln_GDP_cur_billions,ln_GDP_percapita_cur_USD,taxes,vix_EUA,vix_EUR,nominal_rate,continent,control_corruption_rank,gov_effectiveness_rank,political_stability_rank,regulatory_quality_rank,rule_of_law_rank,voice_rank,fx_volatility,int_liq,post_08,post_09,post_12,post_13,post_15,post_16,post_17,less_20,bet_20_40,bet_40_60,bet_60_80,bet_80_100,more_100,fx_return,develop
Argentina,2014,-11.600698770216111,1723.8197499999999,42.01984119679042,0.12157788112063306,194.0185,316.895,1135.2952500000001,1135.2952500000001,363.44475,4.71125,220.368,588.5245,702.306,4.579086,563.614,16459.205,107315.212,13.208831,17.263,15.634,NA,113.38,7.25,1.584387,34.601,1.7791089999999998,38.853,-194.722,-4.252,-9.178,-1.628,6.55436920648602,1.5214994148919077,2.5808856210529667,13.8493099484698,14.131210937500002,18.281921875000005,26.8599,South America,35.09615,46.63462,45.71429,12.5,18.75,59.1133,0.45682189668146495,29016.9548139639,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,-0.22474538476061562,EM
Argentina,2015,-1.3147087845950733,2838.3615,53.06579468475232,0.10191177476865623,733.321,448.78625,2115.1345,2115.1345,426.019,8.0465,289.162,723.227,721.487,5.954511,642.464,16727.435,138053.315,14.895316000000001,17.071,14.328,NA,NA,6.533,2.1058589999999997,35.366,2.463163,41.366,-357.304,-6.001,-17.623,-2.743,6.5813143600335815,1.7841490835665532,2.7010468011130837,15.157971390293,16.721011673151743,23.99266614785993,33.0009,South America,33.65385,50,46.19048,17.30769,24.03846,60.09852,0.7862954752896324,23416.5108848894,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,-0.4579764327052491,EM
Argentina,2016,-7.0060398430411572,4018.51575,54.673316342480895,0.06585309405919687,668.0297499999999,569.70975,2559.97525,2559.97525,1006.7057500000001,21.56925,430.2655,1458.5407500000001,706.478,8.228159999999999,556.774,16207.201,188760.956,12.772868,17.663,14.95,168.27,187.331,8.467,2.868941,34.867,3.4164980000000003,41.522,-547.557,-6.655,-15.105,-2.713,6.560292062220066,2.1075624173964904,2.5473232337083287,12.3798741053662,15.863488372093013,23.590334883720946,24.7503,South America,47.11538,60.09615,52.85714,33.65385,37.5,63.5468,0.6687554144878051,36323.299976546405,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,-0.1929718758859775,EM
Argentina,2017,0.45501280810183636,5550.884,57.428399119345166,0.05918573446469853,915.05375,750.69975,3306.148,3306.148,1659.4515,58.352000000000004,526.9325,2244.736,726.39,10.660228,643.861,16492.066,242031.427,14.618326999999999,18.213,13.379,211.473,233.781,8.35,3.6701149999999996,34.428,4.383641,41.121,-713.525,-6.693,-31.12,-4.833,6.588087060672501,2.3665198068767004,2.6822760154892173,12.9299128513563,11.090891472868222,14.76677790697675,28.75,South America,47.59615,58.65385,53.33333,41.34615,46.15385,65.51724,0.894200830725272,53030.8095318904,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,-0.5475624376440897,EM
Argentina,2018,5.5534619743157503,10276.95675,78.8750322968998,0.0335407481992433,1633.2459999999999,1165.04975,5063.49475,5063.49475,3398.5355,213.88825,1601.0384999999999,5213.4619999999995,707.755,14.542722,517.244,15906.583,326843.127,11.624891,19.709,14.484,283.959,345.167,9.2,4.9407,33.974,5.742987,39.49,-802.287,-5.517,-27.03,-5.226,6.562097988608524,2.6770906622870867,2.453148575085376,10.4399989344901,16.569101562499988,16.331809375,59.252,South America,54.32692,54.80769,46.66667,42.30769,45.67308,66.99507,7.451205405433324,63963.9220851007,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,-0.11265146330954293,EM
Argentina,2019,10.393814672626567,16292.72525,87.6624047187976,0.020212024549319352,3129.9629999999997,1846.3725,7539.855750000001,7539.855750000001,5036.21375,148.959,3567.69675,8752.8695,692.977,21.44725,444.458,15420.501,477255.554,9.890314,17.395,16.496,436.015,530.979,9.825,7.26183,33.859,8.220032,38.327,-958.202,-4.468,-3.995,-8.990000000000001e-4,6.540996809605946,3.0655964320268407,2.2915558943722827,NA,15.383007812499997,15.049324218750007,55,South America,NA,NA,NA,NA,NA,NA,8.412871020515034,42192.5267469573,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,-0.7645919558238657,EM
Brazil,2004,43.779152719308627,1300.11,69.90797902966088,0.3481384079235048,430.35775,332.85425,1070.5439999999999,1070.5439999999999,156.21224999999998,14.70325,58.650999999999996,229.566,877.477,1.95775,669.29,4798.496,10705.985,3.66002,17.913,19.608,15274640629.7198,15806928620.1055,12.9,690.98,35.295,747.285,38.171,-56.306,-2.876,11.347,1.695,6.7770507441703005,0.67179585464891,1.297468611879219,26.4556653594464,15.456793893129769,18.886297709923657,17.75,South America,56.58537,58.12808,36.40777,55.17241,41.62679,60.57692,0.08353447819936438,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NA,EM
Brazil,2005,44.635167902229732,1415.35675,67.70956287254296,0.4195794551089283,542.78775,366.18525,1219.44225,1219.44225,138.814,13.0335,44.06725,195.9145,905.575,2.170584,891.633,4895.238,11733.457,4.819872,17.205,18.724,16324036146.4217,16706300708.759699,11.4,786.261,36.223,863.069,39.762,-76.808,-3.539,13.547,1.519,6.808570101060798,0.7749962557688496,1.5727473716932943,28.3634370955445,12.779846153846155,14.031134999999999,18,South America,52.68293,52.94118,37.86408,55.39216,39.23445,63.94231,0,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NA,EM
Brazil,2006,41.240326479473175,1505.98025,65.19641079673852,0.46267861994633686,614.2555,412.52375,1330.022,1330.022,124.456,13.5535,37.948499999999996,175.95825,941.453,2.4094499999999996,1.1076279999999998,5032.839,12880.489,5.921179,17.816,18.993,17006987205.7241,17231175082.557198,11.5,858.39,35.626,944.4,39.196,-86.01,-3.57,13.03,1.176,6.847424426511262,0.8793985056897476,1.7785355844725146,24.8520432886448,12.78038461538462,16.52674884615384,13.25,South America,54.14634,43.90244,35.2657,53.92157,44.01914,61.05769,0.33564578623903174,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0.1702682205135055,EM
Brazil,2007,35.022515465107809,1657.0605,63.56428133914289,0.5290312293140773,689.84875,465.41275,1487.499,1487.499,117.087,18.285,34.1895,169.56150000000002,998.598,2.720263,1.397114,5282.525,14390.033,7.390653,19.819,19.849,17626272098.4991,17999225493.5165,10.9,948.881,34.882,1.023342,37.619,-74.46,-2.737,4.08e-4,2.9e-5,6.906352295260578,1.000728566810086,2.000216093708594,26.0294977676979,17.45256704980844,19.614428735632167,11.25,South America,55.33981,48.05825,32.85024,53.39806,43.54067,63.94231,0.12456336112543648,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0.09315140786580403,EM
Brazil,2008,35.366757793103716,1795.28975,60.7218194584856,0.5377820817711229,681.8824999999999,486.67925,1593.498,1593.498,144.18125,22.3465,35.264250000000004,201.79175,1.0494700000000001,3.109803,1.6958550000000001,5494.32,16280.839,8.878359,21.619,19.813,18627144404.6955,19061596194.871,9.4,1.115747,35.878,1.163431,37.412,-47.684,-1.533,-30.64,-1.807,0.04828527482949522,1.1345593801333766,2.183616742629657,26.6374823597166,32.58267175572519,33.70876145038169,13.75,South America,59.2233,52.42719,33.65385,54.36893,46.15385,63.94231,0.2615345789292409,NA,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0.1254228591642328,EM
Brazil,2009,34.792009644712074,2010.19375,62.28175151794378,0.5232692184135805,697.90725,536.5035,1789.82875,1789.82875,155.683,28.2925,36.3895,220.365,1.048149,3.3330390000000003,1.669204,5431.359,17271.332,8.649578,18.796,17.223,19537658456.154198,19883537622.885,9.7,1.130331,33.913,1.2365730000000001,37.1,-106.242,-3.188,-26.261,-1.573,0.04702575136538066,1.2038845004272616,2.1575105336265383,28.0040385387696,31.598494208494223,33.634777606177614,8.75,South America,56.45933,51.67464,51.18483,54.54546,50.7109,62.55924,0.22532414077600657,NA,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0.016272116073904188,EM
Brazil,2010,29.115805531883076,2313.87275,62.97085270227002,0.5726566304698889,789.2495,558.7925,2039.4882499999999,2039.4882499999999,192.26925,45.792,36.32325,274.3845,1.127057,3.885847,2.208704,5783.012,19938.566,11.333022999999999,21.801,18.224,20522171165.1565,21058469450.875698,8.5,1.401602,36.069,1.550183,39.893,-148.581,-3.824,-79.014,-3.577,0.11960981053111851,1.3573409780751544,2.427720853220207,22.9312166527622,22.49457831325302,26.361271485943774,10.75,South America,60,54.06699,45.97157,55.02392,55.92417,65.87678,0.056011478135079694,NA,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,-0.02773498391810937,EM
Brazil,2011,32.833492831265481,2545.257,60.516202040731,0.5830739598187265,960.99425,557.925,2251.639,2251.639,203.23475,55.45675,34.92675,293.618,1.1718499999999998,4.3763819999999996,2.614027,5960.459,22259.883,13.295898999999999,21.826,18.908,21884097039.589603,22427924681.5536,7.8,1.536486,35.109,1.644449,37.576,-107.963,-2.467,-76.288,-2.918,0.1585836966157463,1.4762223556424754,2.5874556418146857,24.64483555089,24.20257936507937,30.077896825396813,11,South America,63.03318,50.7109,41.23223,55.92417,56.33803,63.38028,0.09327203144335042,NA,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0.08624262678279637,EM
Brazil,2012,26.582029728977755,2834.216,60.9661902278475,0.5010914601095733,1011.52,591.015,2475.465,2475.465,247.95825,64.67525,46.1175,358.751,1.194364,4.814760000000001,2.464053,6022.56,24278.345,12.424946,21.417,18.016,23066633284.5672,23737394538.8247,7.4,1.671115,34.708,1.792427,37.228,-121.312,-2.52,-83.8,-3.401,0.17761382613220833,1.5716861997710636,2.5197062258967895,21.1685914800248,17.815490196078425,24.584285490196052,7.25,South America,58.29384,49.76303,46.4455,55.45024,53.05164,62.9108,0.12371583962358873,NA,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0.017866222926635617,EM
Brazil,2013,18.498871607533378,3014.694,58.77864899850118,0.4535159305891444,1033.90525,606.165,2574.90125,2574.90125,309.976,64.274,65.543,439.79274999999996,1.230251,5.331619,2.4717179999999996,6151.132,26657.562,12.358342,21.694,18.466,24497737755.9133,25140468746.9497,7.2,1.838929,34.491,1.996478,37.446,-157.55,-2.955,-79.792,-3.228,0.20721821360653828,1.6736549443995652,2.514331300636827,21.958795835411,14.22903100775193,18.533330620155034,10,South America,55.92417,50.7109,36.96682,54.50237,52.58216,60.56338,0.14101661318101674,356214.148612928,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,-0.16360785652029694,EM
Brazil,2014,22.403672441434995,3332.7075,59.18802699461291,0.4202117835619369,1089.963,693.153,2815.2309999999998,2815.2309999999998,362.2775,70.735,84.46375,517.4765,1.236452,5.778952,2.456054,6129.607,28648.668,12.175681,20.548,16.419,26048244961.1242,26751373594.79,6.783,1.877916,32.496,2.22587,38.517,-347.954,-6.021,-101.431,-4.13,0.21224598797797034,1.7542223513658637,2.4994406016959707,22.2918068284596,14.131210937500002,18.281921875000005,11.75,South America,46.63462,47.59615,42.85714,51.44231,56.25,62.06897,0.1348887939455887,360964.71154174104,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,-0.10490376701569315,EM
Brazil,2015,33.832343966101043,4016.5805,67.74215115694629,0.28272091458252524,1337.02,761.931,3312.948,3312.948,481.27875,88.381,133.97325,703.6324999999999,1.19261,5.995787999999999,1.800046,5861.183,29466.807,8.846478,17.412,14.385,28400440595.910103,29606680919.231197,8.283,1.692555,28.229,2.307301,38.482,-614.746,-10.253,-54.472,-3.026,0.17614418271280086,1.791057222710678,2.180019413708618,20.7688374843238,16.721011673151743,23.99266614785993,14.25,South America,42.78846,48.07692,34.28571,48.07692,51.44231,62.06897,0.43080704836163786,354174.892918288,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,-0.07925562378309335,EM
Brazil,2016,40.698361448996209,4577.9915,74.38469444833623,0.3000741700656912,1711.17375,805.22525,3920.5225,3920.5225,444.46975,91.2705,121.72874999999999,657.469,1.153541,6.269328000000001,1.7966220000000002,5622.723,30558.684,8.757304,14.97,13.621,30882511530.234303,31468365315.161,11.258,1.921436,30.648,2.4851010000000002,39.639,-563.665,-8.991,-24.23,-1.349,0.14283634199653067,1.835669171867468,2.1698880950226074,22.1950298757405,15.863488372093013,23.590334883720946,13.75,South America,42.78846,46.63462,31.90476,46.63462,49.03846,62.06897,0.28055303197080333,362504.95362043905,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,-0.48631304543717635,EM
Brazil,2017,41.760304453004835,5242.3475,81.00457556420992,0.30901979366869625,2103.1385,865.105,4630.68275,4630.68275,385.241,108.188,118.2355,611.66475,1.168801,6.583318,2.0628420000000003,5651.706,31833.457,9.974814,14.63,13.903,31946817701.2252,32395848151.4354,12.767,2.004367,30.446,2.521596,38.303,-517.229,-7.857,-15.015,-7.28e-4,0.15597843703235764,1.8845388735623847,2.3000633159855357,24.9622611349703,11.090891472868222,14.76677790697675,7,South America,36.05769,41.82692,30.47619,51.44231,43.26923,61.57635,0.0708469224483599,371150.619206193,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0.05782988745538161,EM
Brazil,2018,34.659186688217936,5788.1525,85.50038132138508,0.2670541052090802,2403.1305,953.5285,5129.14325,5129.14325,416.995,116.21724999999999,125.797,659.00925,1.1841959999999998,6.889176,1.88547,5679.733,33042.404,9.043237,14.829,12.626,33117565218.738,33609228852.161697,12.258,2.130478,30.925,2.623979,38.088,-493.501,-7.163,-41.54,-2.203,0.169064063302031,1.9299514842597474,2.202017185531692,24.4969798393443,16.569101562499988,16.331809375,6.5,South America,40.38462,36.05769,31.90476,39.90385,44.23077,60.59113,0.2919964771416429,371933.901818424,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0.02894838384558549,EM
Brazil,2019,31.99170259961463,6198.00475,87.23171406238194,0.2514881336701547,2589.3137500000003,1055.7715,5483.7605,5483.7605,450.66125,129.84725,133.736,714.24425,1.197657,7.256926999999999,1.839077,5699.139,34532.622,8.751380999999999,15.113,12.344,34353857264.3359,35056455684.8879,11.925,2.310904,31.844,2.747331,37.858,-436.427,-6.014,-50.927,-2.769,0.18036714818104715,1.9819564609922702,2.1692115164873327,NA,15.383007812499997,15.049324218750007,4.5,South America,NA,NA,NA,NA,NA,NA,0.16088690945374445,353587.904337499,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,-0.15714301948947976,EM
Bulgaria,2004,3.0494717604420352,15.639,39.772257468715985,0.6443425627575807,1.084,2.19725,5.0325,5.0325,5.84675,0.6957500000000001,4.06375,10.6065,65.113,41.201,26.158,8389.742,5308.728,3.370382,23.433,19.161,66.745,68.16,12.192,14.916,36.204,14.26,34.611,6.56e-4,1.593,-1.119,-4.277,4.176124222058912,3.7184625279055843,1.2150260910560184,NA,15.456793893129769,18.886297709923657,2.45,Europe,58.04878,63.05419,45.14563,72.4138,49.2823,66.34615,0.049549683865401345,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NA,EM
Bulgaria,2005,2.0314264803040585,13.08475,29.468820031631804,0.6249801826269712,1.20375,2.5165,5.041,5.041,3.1397500000000003,0.75675,4.1475,8.04375,69.771,47.017,29.868,9039.171,6091.297,3.869585,27.739,18.329,70.775,73.2,10.177,17.03,36.221,16.002,34.033,1.028,2.187,-2.816,-9.428,4.245218450656228,3.850509238439273,1.3531472661494726,12.8578344824811,12.779846153846155,14.031134999999999,2.05,Europe,58.04878,60.78431,51.45631,69.11765,50.23923,66.34615,0.0697445099250591,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NA,EM
Bulgaria,2006,2.0004561680305666,11.47675,22.676287128565534,0.6473700857969272,0.97625,2.8529999999999998,4.55575,4.55575,2.01625,1.1835,3.7205,6.92075,74.517,53.608,34.38,9703.631,6980.906,4.477024999999999,32.056,16.793,76.023,77.66,9.022,19.15,35.722,17.423,32.501,1.727,3.221,-5.253,-15.28,4.311027287274073,3.9816983106708697,1.4989587633397305,13.7159110560133,12.78038461538462,16.52674884615384,3.26,Europe,56.09756,54.63415,57.48792,68.13725,51.19617,65.86539,0.051024620650558614,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,-0.03098079054158788,EM
Bulgaria,2007,-0.97742183905401958,10.465,17.63881174283738,0.7118969414921483,0.94075,3.1095,4.24,4.24,1.16825,1.40725,3.64975,6.22525,79.403,63.455,44.404,10392.763,8305.354,5.811848,33.627,9.755,81.78,86.64,6.935,22.985,36.223,21.026,33.135,1.96,3.088,-10.616,-23.907,4.374536150914631,4.150330993262128,1.7598985925787098,19.6006709255934,17.45256704980844,19.614428735632167,4.58,Europe,52.42719,53.8835,56.03865,70.87379,53.11005,68.26923,0.0529717344788595,NA,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,0.034585940347233626,EM
Bulgaria,2008,2.5246605966526476,9.5365,13.819729745786132,0.7666522343178879,1.17725,3.1727499999999997,4.34975,4.34975,0.76575,1.3995,3.02125,5.1865000000000006,84.235,72.79,54.434,11074.06,9569.422,7.1561710000000005,36.953,14.98,91.553,92.87,5.664,26.359,36.212,24.369,33.478,1.99,2.734,-12.026,-22.094,4.433610511838167,4.287578583130166,1.9679750613922695,15.8041660733492,32.58267175572519,33.70876145038169,5.77,Europe,49.51456,53.39806,56.25,72.81554,52.40385,65.86539,0.09879750727065095,NA,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,0.09064072611405197,EM
Bulgaria,2009,6.9987306701035852,9.693,13.148068950474473,0.7212034858056378,1.33525,3.085,4.4197500000000005,4.4197500000000005,0.554,1.33375,3.385,5.273,81.352,73.147,51.999,10755.502,9670.823,6.87485,28.552,20.25,93.813,94.39,6.878,24.088,32.931,24.714,33.787,-6.26e-4,-8.56e-4,-4.326,-8.319,4.398785418488837,4.292471115005175,1.9278698251327968,15.8697725432464,31.598494208494223,33.634777606177614,0.55,Europe,52.63158,59.80861,55.92417,72.72727,54.50237,64.92891,0.07404445956344365,NA,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,0.07142129165573602,EM
Bulgaria,2010,9.8856586270973796,10.679,14.617153573833484,0.6733346588875697,1.64225,3.4635,5.10625,5.10625,0.49824999999999997,1.47725,3.5975,5.57275,81.815,74.407,50.364,10901.604,9914.458,6.710857,22.663,20.933,96.664,98.59,10.306,23.054,30.984,25.877,34.777,-2.823,-3.794,-8.74e-4,-1.735,4.404460600880859,4.309550023434739,1.9037266626492708,15.5571053721922,22.49457831325302,26.361271485943774,0.18,Europe,53.33333,59.33014,57.8199,74.16268,53.08057,64.45498,0.06789313376286771,NA,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,-0.06301792684970248,EM
Bulgaria,2011,4.423609015595761,11.535499999999999,14.545704374374608,0.7043328534176118,1.9665,4.190250000000001,6.157,6.157,0.39575,1.26375,3.718,5.3782499999999995,83.739,80.682,57.366,11428.407,11011.251,7.8291,21.476,21.806,99.938,100.6,11.35,24.435,30.286,25.923,32.13,-1.488,-1.844,1.9e-4,3.3e-4,4.427704818795309,4.390515502069788,2.0578475608675775,15.343247388544,24.20257936507937,30.077896825396813,0.22,Europe,51.65877,60.18958,55.92417,70.61611,52.11267,61.50235,0.04726925460694225,NA,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,-0.07109217724979898,EM
